"K00001" "alcohol dehydrogenase [EC:1.1.1.1]"
"K10763" "DnaA-homolog protein"
"K10764" "O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]"
"K10773" "endonuclease III [EC:4.2.99.18]"
"K10774" "tyrosine ammonia-lyase [EC:4.3.1.23]"
"K10775" "phenylalanine ammonia-lyase [EC:4.3.1.24]"
"K10778" "AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]"
"K10780" "enoyl-[acyl-carrier protein] reductase III [EC:1.3.1.104]"
"K10793" "D-proline reductase (dithiol) PrdA [EC:1.21.4.1]"
"K10794" "D-proline reductase (dithiol) PrdB [EC:1.21.4.1]"
"K10795" "D-proline reductase (dithiol)-stabilizing protein PrdD"
"K10796" "D-proline reductase (dithiol)-stabilizing protein PrdE"
"K10797" "2-enoate reductase [EC:1.3.1.31]"
"K10800" "single-strand selective monofunctional uracil DNA glycosylase [EC:3.2.2.-]"
"K10804" "acyl-CoA thioesterase I [EC:3.1.2.- 3.1.1.5]"
"K10805" "acyl-CoA thioesterase II [EC:3.1.2.-]"
"K10806" "acyl-CoA thioesterase YciA [EC:3.1.2.-]"
"K10810" "thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10]"
"K10811" "thiamine pyridinylase [EC:2.5.1.2]"
"K10814" "hydrogen cyanide synthase HcnA [EC:1.4.99.5]"
"K10815" "hydrogen cyanide synthase HcnB [EC:1.4.99.5]"
"K10816" "hydrogen cyanide synthase HcnC [EC:1.4.99.5]"
"K10817" "6-deoxyerythronolide-B synthase [EC:2.3.1.94]"
"K10819" "histidine kinase [EC:2.7.13.3]"
"K10820" "monosaccharide-transporting ATPase [EC:3.6.3.17]"
"K10822" "nonpolar-amino-acid-transporting ATPase [EC:3.6.3.22]"
"K10823" "oligopeptide transport system ATP-binding protein"
"K10824" "nickel transport system ATP-binding protein [EC:3.6.3.24]"
"K10826" "Fe3+-transporting ATPase [EC:3.6.3.30]"
"K10829" "iron-chelate-transporting ATPase [EC:3.6.3.34]"
"K10830" "manganese/zinc transport system ATP-binding protein [EC:3.6.3.35]"
"K10831" "taurine transport system ATP-binding protein [EC:3.6.3.36]"
"K10834" "heme-transporting ATPase [EC:3.6.3.41]"
"K10843" "DNA excision repair protein ERCC-3 [EC:3.6.4.12]"
"K10844" "DNA excision repair protein ERCC-2 [EC:3.6.4.12]"
"K10850" "MFS transporter, NNP family, putative nitrate transporter"
"K10851" "nitrogen regulatory protein A"
"K10854" "acetone carboxylase, alpha subunit [EC:6.4.1.6]"
"K10855" "acetone carboxylase, beta subunit [EC:6.4.1.6]"
"K10856" "acetone carboxylase, gamma subunit [EC:6.4.1.6]"
"K10857" "exodeoxyribonuclease X [EC:3.1.11.-]"
"K10873" "DNA repair and recombination protein RAD52"
"K10906" "exodeoxyribonuclease VIII [EC:3.1.11.-]"
"K10907" "aminotransferase [EC:2.6.1.-]"
"K10908" "DNA-directed RNA polymerase, mitochondrial [EC:2.7.7.6]"
"K10909" "two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]"
"K10912" "two-component system, repressor protein LuxO"
"K10914" "CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"
"K10915" "CAI-1 autoinducer synthase [EC:2.3.-.-]"
"K10916" "two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-]"
"K10917" "PadR family transcriptional regulator, regulatory protein AphA"
"K10918" "LysR family transcriptional regulator, transcriptional activator AphB"
"K10921" "cholera toxin transcriptional activator"
"K10924" "MSHA pilin protein MshA"
"K10925" "MSHA pilin protein MshB"
"K10926" "MSHA pilin protein MshC"
"K10927" "MSHA pilin protein MshD"
"K10928" "cholera enterotoxin subunit A [EC:2.4.2.36]"
"K10929" "cholera enterotoxin subunit B"
"K10934" "toxin co-regulated pilus biosynthesis protein E"
"K10938" "accessory colonization factor AcfC"
"K10939" "accessory colonization factor AcfD"
"K10941" "sigma-54 dependent transcriptional regulator, flagellar regulatory protein"
"K10942" "two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]"
"K10943" "two-component system, response regulator FlrC"
"K10944" "methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]"
"K10945" "methane/ammonia monooxygenase subunit B"
"K10946" "methane/ammonia monooxygenase subunit C"
"K10947" "PadR family transcriptional regulator, regulatory protein PadR"
"K10953" "RTX toxin RtxA"
"K10954" "zona occludens toxin"
"K10960" "geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]"
"K10965" "toxin co-regulated pilus biosynthesis protein T"
"K10972" "LysR family transcriptional regulator, transcriptional activator of the allD operon"
"K10973" "IclR family transcriptional regulator, negative regulator of allantoin and glyoxylate utilization operons"
"K10974" "cytosine permease"
"K10975" "allantoin permease"
"K10977" "methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-]"
"K10978" "methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-]"
"K10979" "DNA end-binding protein Ku"
"K10984" "PTS system, galactosamine-specific IIB component [EC:2.7.1.-]"
"K10985" "PTS system, galactosamine-specific IIC component"
"K10986" "PTS system, galactosamine-specific IID component"
"K11003" "hemolysin D"
"K11004" "ATP-binding cassette, subfamily B, bacterial HlyB/CyaB"
"K11005" "hemolysin A"
"K11006" "shiga toxin subunit A"
"K11007" "shiga toxin subunit B"
"K11008" "cytotoxic necrotizing factor 1"
"K11009" "murine toxin"
"K11013" "cytolethal distending toxin subunit A"
"K11014" "cytolethal distending toxin subunit B"
"K11015" "cytolethal distending toxin subunit C"
"K11016" "hemolysin"
"K11017" "hemolysin activation/secretion protein"
"K11018" "thermolabile hemolysin"
"K11020" "exotoxin A [EC:2.4.2.-]"
"K11021" "insecticidal toxin complex protein TccC"
"K11022" "structural toxin protein (hemagglutinin/hemolysin) RtxA"
"K11029" "anthrax edema toxin adenylate cyclase [EC:4.6.1.1]"
"K11030" "protective antigen"
"K11031" "thiol-activated cytolysin"
"K11032" "hemolysin II"
"K11033" "non-hemolytic enterotoxin A"
"K11034" "non-hemolytic enterotoxin B/C"
"K11038" "leukocidin/hemolysin toxin family protein"
"K11039" "delta-hemolysin"
"K11040" "staphylococcal enterotoxin"
"K11041" "exfoliative toxin A/B"
"K11042" "superantigen-like protein"
"K11043" "toxic shock syndrome toxin-1"
"K11045" "cAMP factor"
"K11047" "CylX protein"
"K11048" "CylD protein"
"K11049" "CylG protein"
"K11050" "multidrug/hemolysin transport system ATP-binding protein"
"K11051" "multidrug/hemolysin transport system permease protein"
"K11052" "CylE protein"
"K11053" "CylF protein"
"K11054" "CylI protein"
"K11055" "CylJ protein"
"K11056" "CylK protein"
"K11057" "beta2-toxin"
"K11059" "probable enterotoxin A"
"K11060" "probable enterotoxin B"
"K11061" "probable enterotoxin C"
"K11062" "probable enterotoxin D"
"K11063" "toxin A/B"
"K11065" "thiol peroxidase, atypical 2-Cys peroxiredoxin [EC:1.11.1.15]"
"K11066" "N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]"
"K11068" "hemolysin III"
"K11069" "spermidine/putrescine transport system substrate-binding protein"
"K11070" "spermidine/putrescine transport system permease protein"
"K11071" "spermidine/putrescine transport system permease protein"
"K11072" "spermidine/putrescine transport system ATP-binding protein [EC:3.6.3.31]"
"K11073" "putrescine transport system substrate-binding protein"
"K11074" "putrescine transport system permease protein"
"K11075" "putrescine transport system permease protein"
"K11076" "putrescine transport system ATP-binding protein"
"K11077" "mannopine transport system substrate-binding protein"
"K11078" "mannopine transport system permease protein"
"K11079" "mannopine transport system permease protein"
"K11080" "mannopine transport system ATP-binding protein"
"K11081" "2-aminoethylphosphonate transport system substrate-binding protein"
"K11082" "2-aminoethylphosphonate transport system permease protein"
"K11083" "2-aminoethylphosphonate transport system permease protein"
"K11084" "2-aminoethylphosphonate transport system ATP-binding protein"
"K11085" "ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]"
"K11089" "60 kDa SS-A/Ro ribonucleoprotein"
"K11102" "proton glutamate symport protein"
"K11103" "aerobic C4-dicarboxylate transport protein"
"K11104" "melibiose permease"
"K11105" "cell volume regulation protein A"
"K11106" "L-tartrate/succinate antiporter"
"K11107" "ferredoxin"
"K11131" "H/ACA ribonucleoprotein complex subunit 4 [EC:5.4.99.-]"
"K11139" "hemolysin E"
"K11144" "primosomal protein DnaI"
"K11145" "ribonuclease III family protein [EC:3.1.26.-]"
"K11153" "retinol dehydrogenase 12 [EC:1.1.1.300]"
"K11159" "carotenoid cleavage dioxygenase"
"K11173" "hydroxyacid-oxoacid transhydrogenase [EC:1.1.99.24]"
"K11175" "phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]"
"K11177" "xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]"
"K11178" "xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]"
"K11179" "tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]"
"K11180" "dissimilatory sulfite reductase alpha subunit [EC:1.8.99.5]"
"K11181" "dissimilatory sulfite reductase beta subunit [EC:1.8.99.5]"
"K11183" "phosphocarrier protein FPr"
"K11184" "catabolite repression HPr-like protein"
"K11189" "phosphocarrier protein"
"K11191" "PTS system, N-acetylmuramic acid-specific IIB component [EC:2.7.1.192]"
"K11192" "PTS system, N-acetylmuramic acid-specific IIC component"
"K11194" "PTS system, fructose-specific IIA component [EC:2.7.1.202]"
"K11195" "PTS system, fructose-specific IIB component [EC:2.7.1.202]"
"K11196" "PTS system, fructose-specific IIC component"
"K11198" "PTS system, 2-O-A-mannosyl-D-glycerate-specific IIA component [EC:2.7.1.195]"
"K11199" "PTS system, 2-O-A-mannosyl-D-glycerate-specific IIB component [EC:2.7.1.195]"
"K11200" "PTS system, 2-O-A-mannosyl-D-glycerate-specific IIC component"
"K11201" "PTS system, fructose-specific IIA-like component [EC:2.7.1.-]"
"K11202" "PTS system, fructose-specific IIB-like component [EC:2.7.1.-]"
"K11203" "PTS system, fructose-specific IIC-like component"
"K11206" "deaminated glutathione amidase [EC:3.5.1.128]"
"K11208" "GST-like protein"
"K11209" "GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]"
"K11210" "metallothiol transferase [EC:2.5.1.-]"
"K11211" "3-deoxy-D-manno-octulosonic acid kinase [EC:2.7.1.166]"
"K11212" "LPPG:FO 2-phospho-L-lactate transferase [EC:2.7.8.28]"
"K11214" "sedoheptulokinase [EC:2.7.1.14]"
"K11216" "autoinducer-2 kinase [EC:2.7.1.189]"
"K11249" "cysteine/O-acetylserine efflux protein"
"K11250" "leucine efflux protein"
"K11258" "acetolactate synthase II small subunit [EC:2.2.1.6]"
"K11261" "formylmethanofuran dehydrogenase subunit E [EC:1.2.7.12]"
"K11263" "acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]"
"K11264" "methylmalonyl-CoA decarboxylase [EC:4.1.1.41]"
"K11311" "anthranilate 1,2-dioxygenase reductase component [EC:1.18.1.-]"
"K11312" "cupin 2 domain-containing protein"
"K11325" "L-cysteine/cystine lyase"
"K11326" "cation efflux system protein involved in nickel and cobalt tolerance"
"K11328" "two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS [EC:2.7.13.3]"
"K11329" "two-component system, OmpR family, response regulator RpaB"
"K11330" "two-component system, OmpR family, Ni(II)-responsive and/or redox-responsive regulator NrsR"
"K11332" "two-component system, OmpR family, response regulator NblR"
"K11333" "3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit X [EC:1.3.7.14 1.3.7.15]"
"K11334" "3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit Y [EC:1.3.7.14 1.3.7.15]"
"K11335" "3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit Z [EC:1.3.7.14 1.3.7.15]"
"K11336" "3-vinyl bacteriochlorophyllide hydratase [EC:4.2.1.165]"
"K11337" "bacteriochlorophyllide a dehydrogenase [EC:1.1.1.396]"
"K11354" "two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]"
"K11355" "two-component system, chemotaxis family, response regulator Rcp1"
"K11356" "two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]"
"K11357" "two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]"
"K11358" "aspartate aminotransferase [EC:2.6.1.1]"
"K11381" "2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]"
"K11382" "MFS transporter, OPA family, phosphoglycerate transporter protein"
"K11383" "two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]"
"K11384" "two-component system, NtrC family, response regulator AlgB"
"K11385" "arabinosyltransferase A [EC:2.4.2.-]"
"K11386" "arabinosyltransferase B [EC:2.4.2.-]"
"K11387" "arabinosyltransferase C [EC:2.4.2.-]"
"K11391" "23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]"
"K11392" "16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]"
"K11410" "short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12]"
"K11418" "histone deacetylase 11 [EC:3.5.1.98]"
"K11434" "type I protein arginine methyltransferase [EC:2.1.1.319]"
"K11440" "choline dehydrogenase [EC:1.1.1.1]"
"K11441" "dehydrogluconokinase [EC:2.7.1.13]"
"K11442" "putative uridylyltransferase [EC:2.7.7.-]"
"K11443" "two-component system, cell cycle response regulator DivK"
"K11444" "two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]"
"K11472" "glycolate oxidase FAD binding subunit"
"K11473" "glycolate oxidase iron-sulfur subunit"
"K11474" "GntR family transcriptional regulator, glc operon transcriptional activator"
"K11475" "GntR family transcriptional regulator, vanillate catabolism transcriptional regulator"
"K11476" "GntR family transcriptional regulator, gluconate operon transcriptional repressor"
"K11477" "glc operon protein GlcG"
"K11517" "(S)-2-hydroxy-acid oxidase [EC:1.1.3.15]"
"K11520" "two-component system, OmpR family, manganese sensing sensor histidine kinase [EC:2.7.13.3]"
"K11521" "two-component system, OmpR family, manganese sensing response regulator"
"K11522" "two-component system, chemotaxis family, response regulator PixG"
"K11525" "methyl-accepting chemotaxis protein PixJ"
"K11526" "two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL"
"K11527" "two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]"
"K11528" "UDP-N-acetylglucosamine pyrophosphorylase [EC:2.7.7.23]"
"K11529" "glycerate 2-kinase [EC:2.7.1.165]"
"K11530" "(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase [EC:5.3.1.32]"
"K11531" "lsr operon transcriptional repressor"
"K11532" "fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"
"K11533" "fatty acid synthase, bacteria type [EC:2.3.1.-]"
"K11534" "DeoR family transcriptional regulator, deoxyribose operon repressor"
"K11535" "nucleoside transport protein"
"K11537" "MFS transporter, NHS family, xanthosine permease"
"K11601" "manganese transport system substrate-binding protein"
"K11602" "manganese transport system permease protein"
"K11603" "manganese transport system ATP-binding protein"
"K11604" "manganese/iron transport system substrate-binding protein"
"K11605" "manganese/iron transport system permease protein"
"K11606" "manganese/iron transport system permease protein"
"K11607" "manganese/iron transport system ATP-binding protein"
"K11608" "beta-ketoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]"
"K11609" "beta-ketoacyl ACP synthase [EC:2.3.1.-]"
"K11610" "beta-ketoacyl ACP reductase [EC:1.1.1.100]"
"K11611" "enoyl ACP reductase [EC:1.3.1.9]"
"K11614" "two-component system, CitB family, sensor histidine kinase MalK [EC:2.7.13.3]"
"K11615" "two-component system, CitB family, response regulator MalR"
"K11616" "malate:Na+ symporter"
"K11617" "two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]"
"K11618" "two-component system, NarL family, response regulator LiaR"
"K11619" "lia operon protein LiaI"
"K11620" "lia operon protein LiaH"
"K11621" "lia operon protein LiaG"
"K11622" "lia operon protein LiaF"
"K11623" "two-component system, NarL family, sensor histidine kinase YdfH [EC:2.7.13.3]"
"K11624" "two-component system, NarL family, response regulator YdfI"
"K11625" "membrane protein YdfJ"
"K11626" "putative sodium/glutamine symporter"
"K11628" "mycocerosic acid synthase [EC:2.3.1.111]"
"K11629" "two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]"
"K11630" "two-component system, OmpR family, bacitracin resistance response regulator BceR"
"K11631" "bacitracin transport system ATP-binding protein"
